account_id,customer_id,account_type,balance,account_status
3633,778,Savings,9517,Active
3634,13929,Savings,0,Active
3635,14463,Savings,15521,Inactive
3636,8478,Checking,4079,Inactive
3637,15009,Credit Card,0,Inactive
3638,10932,Checking,6216,Active
3639,5637,Checking,11640,Active
3640,15424,Savings,0,Active
3641,9862,Credit Card,9550,Active
3642,10405,Credit Card,8752,Active
3643,9548,Checking,18214,Active
3644,13242,Credit Card,5312,Active
3645,14093,Checking,9555,Active
3646,11013,Checking,0,Active
3647,5588,Checking,9233,Active
3648,14225,Savings,8264,Active
3649,13269,Credit Card,1705,Active
3650,15190,Savings,10543,Active
3651,6535,Credit Card,15327,Closed
3652,1700,Credit Card,0,Active
3653,10062,Savings,1408,Active
3654,16335,Checking,27498,Inactive
3655,1150,Checking,0,Active
3656,113,Checking,16760,Active
3657,13714,Savings,29770,Closed
3658,4833,Checking,0,Active
3659,8393,Checking,20646,Active
3660,1616,Savings,13140,Active
3661,3645,Checking,15037,Inactive
3662,17239,Credit Card,7510,Active
3663,16934,Savings,0,Active
3664,4849,Credit Card,0,Inactive
3665,3136,Checking,2072,Closed
3666,2670,Savings,16489,Active
3667,8242,Checking,20757,Active
3668,19236,Checking,21821,Closed
3669,11526,Savings,2294,Inactive
3670,17589,Savings,0,Inactive
3671,17907,Checking,4705,Inactive
3672,15865,Checking,23929,Active
3673,14718,Savings,4815,Active
3674,7535,Checking,369,Active
3675,12603,Savings,20885,Active
3676,9015,Savings,0,Inactive
3677,11856,Savings,0,Active
3678,6808,Checking,0,Active
3679,18072,Credit Card,19498,Active
3680,15949,Credit Card,10404,Inactive
3681,4746,Credit Card,14885,Active
3682,2522,Savings,0,Active
3683,5381,Checking,18335,Active
3684,1617,Checking,0,Active
3685,4704,Checking,0,Active
3686,7291,Savings,6637,Active
3687,13158,Credit Card,14071,Active
3688,14673,Savings,0,Active
3689,3022,Checking,0,Inactive
3690,4204,Savings,0,Active
3691,12055,Savings,0,Active
3692,15058,Checking,32961,Closed
3693,11409,Credit Card,11892,Inactive
3694,3930,Credit Card,0,Inactive
3695,9886,Credit Card,0,Active
3696,9186,Checking,0,Active
3697,12826,Savings,6616,Active
3698,10183,Savings,181,Inactive
3699,4549,Savings,26543,Active
3700,21,Checking,0,Active
3701,17053,Savings,11187,Active
3702,4256,Checking,0,Active
3703,9176,Checking,13352,Closed
3704,5548,Credit Card,604,Active
3705,5944,Checking,15435,Active
3706,15713,Credit Card,9295,Active
3707,7748,Savings,23125,Active
3708,5771,Savings,7112,Active
3709,4773,Checking,10630,Active
3710,18874,Checking,0,Active
3711,8198,Checking,0,Active
3712,403,Credit Card,11885,Inactive
3713,4073,Checking,3687,Active
3714,12133,Savings,12668,Inactive
3715,8035,Checking,0,Active
3716,2984,Savings,7513,Active
3717,16444,Checking,0,Active
3718,8166,Credit Card,9711,Active
3719,6312,Savings,0,Inactive
3720,8770,Credit Card,6177,Active
3721,1902,Savings,0,Inactive
3722,17441,Savings,17745,Inactive
3723,1300,Checking,0,Active
3724,13736,Credit Card,0,Active
3725,5260,Savings,2197,Active
3726,5169,Savings,14163,Active
3727,18082,Checking,4596,Active
3728,867,Checking,3271,Inactive
3729,9575,Checking,1496,Active
3730,17333,Savings,7342,Active
3731,16450,Checking,0,Inactive
3732,1308,Savings,0,Active
3733,4563,Checking,3064,Active
3734,1720,Credit Card,0,Closed
3735,15796,Credit Card,248,Active
3736,10251,Credit Card,0,Active
3737,8956,Savings,18129,Inactive
3738,16560,Checking,5184,Active
3739,18106,Credit Card,4870,Active
3740,2745,Checking,0,Active
3741,9190,Checking,396,Inactive
3742,18264,Checking,0,Active
3743,4090,Checking,0,Inactive
3744,19638,Checking,2533,Active
3745,12930,Checking,6264,Active
3746,11306,Checking,9899,Active
3747,2292,Credit Card,12977,Active
3748,10854,Checking,16982,Active
3749,2697,Checking,11339,Active
3750,33,Credit Card,4247,Active
3751,18809,Checking,9337,Active
3752,10564,Checking,3401,Active
3753,16832,Credit Card,0,Active
3754,11455,Savings,25532,Active
3755,18824,Checking,14434,Inactive
3756,10600,Savings,10032,Active
3757,13449,Checking,6839,Inactive
3758,5178,Savings,11808,Active
3759,15153,Checking,8024,Closed
3760,9872,Credit Card,6190,Active
3761,4674,Checking,15612,Active
3762,3183,Checking,5401,Active
3763,10923,Savings,17449,Inactive
3764,5477,Credit Card,6439,Active
3765,3055,Credit Card,0,Inactive
3766,9717,Credit Card,9808,Active
3767,5580,Checking,0,Active
3768,2512,Checking,0,Active
3769,1951,Savings,0,Active
3770,10904,Credit Card,0,Active
3771,19896,Checking,12726,Active
3772,19866,Checking,9192,Active
3773,7482,Savings,7368,Active
3774,2075,Checking,0,Active
3775,18470,Checking,10061,Active
3776,9713,Savings,25344,Active
3777,10107,Savings,6871,Active
3778,14869,Checking,0,Active
3779,591,Credit Card,0,Active
3780,11252,Checking,0,Active
3781,12057,Credit Card,22495,Active
3782,19030,Savings,459,Inactive
3783,13434,Checking,0,Active
3784,13995,Checking,8171,Active
3785,5811,Savings,438,Active
3786,4059,Savings,0,Active
3787,5656,Savings,11339,Active
3788,12138,Credit Card,1583,Active
3789,17179,Savings,6871,Closed
3790,1341,Credit Card,5927,Active
3791,13121,Credit Card,19801,Active
3792,13040,Savings,9375,Active
3793,10730,Checking,10079,Active
3794,15453,Checking,0,Active
3795,2068,Credit Card,0,Active
3796,18368,Checking,30908,Active
3797,11878,Checking,12331,Active
3798,4966,Checking,0,Active
3799,4444,Credit Card,16309,Active
3800,9239,Savings,5551,Inactive
3801,15255,Checking,1962,Active
3802,555,Savings,0,Active
3803,11228,Checking,7660,Active
3804,566,Credit Card,18354,Active
3805,15913,Savings,15435,Active
3806,7863,Credit Card,26523,Active
3807,15198,Credit Card,2904,Active
3808,13741,Checking,5390,Active
3809,5042,Checking,14542,Active
3810,326,Checking,11747,Inactive
3811,11155,Savings,27388,Active
3812,18500,Credit Card,27718,Active
3813,13335,Credit Card,1845,Active
3814,11712,Savings,0,Active
3815,6433,Savings,0,Active
3816,6732,Savings,9429,Active
3817,7396,Checking,1156,Active
3818,16955,Savings,12370,Active
3819,15924,Checking,0,Active
3820,10845,Checking,21527,Active
3821,12807,Checking,0,Active
3822,16122,Checking,0,Inactive
3823,12052,Credit Card,0,Active
3824,239,Savings,10328,Active
3825,7717,Checking,159,Active
3826,11726,Checking,1004,Active
3827,994,Savings,17137,Inactive
3828,2039,Savings,15941,Inactive
3829,5417,Checking,8492,Inactive
3830,10071,Savings,0,Active
3831,18152,Savings,9115,Active
3832,2949,Credit Card,13264,Inactive
3833,18864,Savings,3772,Closed
3834,3071,Savings,0,Active
3835,6602,Credit Card,0,Active
3836,5898,Savings,7704,Active
3837,1469,Savings,18703,Active
3838,7435,Savings,0,Inactive
3839,13626,Checking,9255,Active
3840,18099,Savings,15414,Closed
3841,6909,Credit Card,9525,Active
3842,4592,Savings,14912,Active
3843,4669,Checking,0,Active
3844,4749,Savings,3131,Active
3845,4397,Savings,0,Active
3846,15632,Credit Card,0,Inactive
3847,14198,Credit Card,0,Active
3848,4704,Savings,0,Active
3849,17453,Savings,11408,Active
3850,12419,Checking,0,Active
3851,13418,Checking,0,Active
3852,421,Checking,12934,Active
3853,14600,Credit Card,2488,Active
3854,17409,Checking,0,Inactive
3855,17875,Checking,9799,Closed
3856,12247,Savings,2678,Active
3857,4716,Checking,7579,Active
3858,4479,Checking,6997,Active
3859,14245,Checking,2531,Active
3860,6172,Savings,0,Active
3861,8793,Credit Card,2012,Closed
3862,8801,Checking,8207,Active
3863,13495,Checking,9178,Inactive
3864,10558,Checking,8136,Active
3865,10255,Savings,1658,Inactive
3866,12385,Checking,8389,Inactive
3867,8064,Checking,0,Active
3868,10896,Credit Card,9022,Active
3869,19371,Checking,13083,Active
3870,8047,Checking,0,Active
3871,10842,Checking,15501,Active
3872,6037,Checking,20628,Active
3873,9723,Checking,9733,Active
3874,1632,Checking,0,Active
3875,15403,Checking,6121,Active
3876,14556,Savings,0,Inactive
3877,11498,Savings,5522,Inactive
3878,3475,Checking,8844,Active
3879,7707,Savings,11691,Active
3880,1892,Checking,7265,Inactive
3881,19054,Credit Card,2423,Active
3882,19615,Credit Card,19311,Active
3883,9730,Credit Card,0,Active
3884,4073,Checking,0,Active
3885,8546,Savings,2295,Inactive
3886,13115,Savings,1479,Active
3887,13624,Credit Card,0,Active
3888,2757,Savings,10454,Active
3889,8307,Savings,0,Closed
3890,18967,Savings,12012,Active
3891,14375,Credit Card,0,Inactive
3892,3657,Checking,0,Active
3893,15203,Checking,15182,Active
3894,19318,Savings,0,Active
3895,12909,Savings,0,Active
3896,12397,Credit Card,19870,Active
3897,7365,Savings,18959,Active
3898,16654,Credit Card,0,Active
3899,10323,Credit Card,2707,Active
3900,11914,Savings,5963,Active
3901,3761,Credit Card,9024,Active
3902,4661,Credit Card,0,Active
3903,96,Credit Card,0,Active
3904,5806,Credit Card,8703,Active
3905,12865,Credit Card,14486,Closed
3906,9014,Checking,957,Inactive
3907,3705,Checking,20,Active
3908,5690,Savings,6387,Inactive
3909,10919,Savings,6349,Active
3910,14683,Checking,7052,Inactive
3911,13666,Savings,28641,Active
3912,17359,Checking,0,Active
3913,4705,Savings,0,Active
3914,18611,Credit Card,736,Inactive
3915,11351,Savings,5631,Active
3916,10878,Savings,0,Active
3917,7630,Checking,105,Inactive
3918,4326,Checking,0,Active
3919,5357,Checking,0,Active
3920,12245,Savings,0,Active
3921,4935,Credit Card,9869,Active
3922,888,Savings,0,Active
3923,1867,Savings,12810,Active
3924,15237,Credit Card,10732,Active
3925,13931,Credit Card,23894,Active
3926,15547,Checking,3820,Inactive
3927,16475,Savings,7551,Active
3928,3252,Savings,0,Active
3929,14241,Checking,3165,Active
3930,19045,Checking,9119,Active
3931,2986,Savings,0,Active
3932,3778,Checking,10333,Active
3933,5878,Credit Card,6649,Active
3934,16737,Savings,4267,Inactive
3935,1575,Checking,6394,Active
3936,3077,Checking,2886,Closed
3937,4067,Credit Card,7570,Inactive
3938,17442,Savings,14764,Active
3939,18473,Savings,19001,Active
3940,18708,Savings,0,Active
3941,6738,Credit Card,8028,Closed
3942,5275,Credit Card,0,Active
3943,7032,Checking,29221,Active
3944,8019,Savings,13133,Active
3945,16457,Credit Card,0,Inactive
3946,2644,Savings,19901,Active
3947,19534,Savings,0,Active
3948,19093,Checking,0,Active
3949,14893,Savings,0,Closed
3950,2938,Checking,2719,Inactive
3951,17563,Checking,11051,Inactive
3952,3021,Credit Card,0,Closed
3953,6786,Checking,408,Active
3954,4061,Credit Card,3452,Inactive
3955,4725,Savings,11530,Active
3956,4351,Checking,1553,Inactive
3957,975,Checking,7655,Active
3958,16889,Savings,9127,Active
3959,14739,Credit Card,9783,Active
3960,6857,Credit Card,0,Active
3961,8554,Checking,7750,Active
3962,6330,Checking,0,Active
3963,6538,Checking,4806,Inactive
3964,913,Savings,3117,Active
3965,138,Savings,11463,Inactive
3966,10539,Checking,0,Active
3967,6195,Checking,0,Active
3968,14770,Checking,672,Active
3969,18964,Savings,1108,Active
3970,1907,Savings,7630,Closed
3971,8912,Credit Card,0,Inactive
3972,13098,Credit Card,7285,Active
3973,14646,Savings,3682,Active
3974,11875,Savings,19148,Inactive
3975,9017,Savings,0,Inactive
3976,8238,Credit Card,13750,Active
3977,15436,Savings,2659,Active
3978,1535,Credit Card,0,Active
3979,11767,Savings,20217,Active
3980,1156,Checking,657,Active
3981,4452,Credit Card,8959,Active
3982,447,Savings,2820,Active
3983,10084,Savings,2719,Active
3984,6421,Checking,10991,Active
3985,11137,Checking,12425,Inactive
3986,16956,Checking,0,Active
3987,19479,Checking,0,Active
3988,16770,Checking,0,Active
3989,8781,Checking,1618,Active
3990,16007,Savings,18946,Active
3991,8659,Savings,20477,Inactive
3992,19526,Checking,4974,Active
3993,9209,Savings,20479,Active
3994,5198,Savings,16544,Active
3995,12250,Credit Card,11460,Active
3996,3734,Checking,0,Inactive
3997,16174,Checking,2324,Active
3998,13034,Checking,0,Active
3999,8021,Checking,0,Active
4000,2928,Checking,8252,Active
4001,17830,Savings,10929,Active
4002,4584,Credit Card,0,Active
4003,11216,Savings,386,Active
4004,15641,Checking,0,Active
4005,6084,Checking,5154,Active
4006,9290,Credit Card,0,Active
4007,11362,Checking,7923,Active
4008,12791,Checking,16767,Active
4009,15620,Credit Card,5683,Active
4010,12480,Credit Card,12846,Active
4011,8569,Checking,18089,Closed
4012,15373,Savings,6476,Closed
4013,5080,Savings,0,Active
4014,9434,Checking,0,Active
4015,2876,Checking,3892,Active
4016,4798,Checking,23113,Active
4017,1246,Checking,0,Active
4018,253,Savings,9257,Active
4019,4383,Credit Card,7412,Active
4020,7998,Checking,10743,Active
4021,15055,Checking,3868,Active
4022,12492,Checking,5080,Active
4023,11467,Checking,4615,Active
4024,2921,Checking,0,Active
4025,19373,Savings,0,Active
4026,178,Credit Card,24995,Inactive
4027,10978,Savings,2478,Active
4028,15195,Checking,0,Active
4029,16188,Savings,15931,Active
4030,17008,Checking,42,Active
4031,17942,Credit Card,7712,Inactive
4032,4055,Savings,9710,Active
4033,9532,Savings,0,Active
4034,13218,Checking,11236,Inactive
4035,6786,Savings,2552,Active
4036,16768,Savings,14267,Active
4037,8117,Checking,15599,Active
4038,10952,Checking,12273,Active
4039,8061,Checking,0,Active
4040,2588,Checking,8674,Active
4041,10557,Savings,15338,Active
4042,2388,Credit Card,2754,Active
4043,4081,Credit Card,0,Inactive
4044,14124,Savings,2912,Active
4045,16608,Savings,0,Active
4046,4285,Savings,5200,Active
4047,8699,Savings,938,Active
4048,19181,Checking,7965,Inactive
4049,2172,Checking,0,Active
4050,2077,Savings,17549,Active
4051,13595,Checking,11984,Active
4052,12597,Checking,0,Active
4053,8463,Savings,6512,Inactive
4054,17760,Savings,13456,Active
4055,8194,Checking,0,Active
4056,19116,Checking,3896,Active
4057,5387,Savings,0,Active
4058,14281,Savings,0,Active
4059,5556,Credit Card,0,Active
4060,6468,Savings,0,Active
4061,2187,Savings,21245,Active
4062,19754,Credit Card,4518,Active
4063,6501,Savings,0,Closed
4064,7037,Checking,6473,Active
4065,19018,Credit Card,8836,Active
4066,17419,Checking,0,Active
4067,3326,Credit Card,5158,Active
4068,2028,Savings,16171,Active
4069,15997,Checking,1432,Active
4070,15248,Checking,152,Active
4071,2775,Credit Card,0,Active
4072,6155,Checking,9162,Active
4073,17861,Checking,0,Inactive
4074,8782,Savings,5098,Closed
4075,5866,Savings,0,Active
4076,5942,Savings,0,Inactive
4077,13783,Checking,24138,Active
4078,3989,Credit Card,0,Active
4079,17887,Credit Card,19954,Active
4080,7309,Savings,0,Closed
4081,4691,Checking,20846,Active
4082,9778,Credit Card,3517,Active
4083,19396,Credit Card,8589,Inactive
4084,13255,Savings,0,Active
4085,6162,Checking,7614,Active
4086,17974,Savings,8651,Active
4087,2279,Checking,5090,Inactive
4088,8652,Checking,0,Inactive
4089,823,Checking,0,Inactive
4090,11528,Savings,0,Inactive
4091,7021,Savings,4494,Active
4092,6144,Credit Card,0,Active
4093,13223,Checking,0,Active
4094,17138,Credit Card,0,Inactive
4095,5552,Credit Card,0,Active
4096,19552,Savings,30245,Active
4097,13649,Checking,9142,Active
4098,8138,Checking,5637,Closed
4099,6074,Savings,7597,Inactive
4100,515,Credit Card,0,Active
4101,12762,Checking,13347,Active
4102,789,Savings,12327,Active
4103,12683,Checking,9134,Inactive
4104,9859,Checking,11112,Inactive
4105,13682,Savings,5775,Active
4106,14343,Credit Card,3488,Active
4107,14601,Checking,5523,Active
4108,17865,Credit Card,0,Active
4109,6666,Checking,24169,Active
4110,15149,Savings,0,Active
4111,3569,Credit Card,16409,Active
4112,7102,Checking,13626,Active
4113,7301,Checking,6980,Active
4114,6490,Checking,0,Active
4115,6865,Savings,7649,Inactive
4116,11090,Savings,21934,Active
4117,16877,Savings,5889,Closed
4118,3029,Savings,1725,Active
4119,12836,Savings,3089,Active
4120,4761,Checking,7598,Active
4121,2583,Savings,0,Active
4122,13621,Checking,10661,Active
4123,704,Checking,0,Active
4124,4044,Checking,8788,Active
4125,9291,Credit Card,23021,Active
4126,5764,Savings,0,Active
4127,3914,Savings,0,Active
4128,149,Checking,5754,Active
4129,7778,Checking,21994,Active
4130,13960,Savings,7749,Active
4131,11618,Savings,16163,Inactive
4132,3464,Checking,11386,Active
4133,13277,Checking,16732,Closed
4134,15861,Checking,0,Inactive
4135,2260,Checking,19991,Inactive
4136,1105,Savings,11216,Active
4137,2471,Checking,0,Active
4138,8156,Savings,3020,Inactive
4139,14261,Credit Card,6736,Active
4140,19295,Checking,6086,Inactive
4141,2247,Checking,4314,Active
4142,13741,Checking,7550,Active
4143,6048,Credit Card,7552,Active
4144,3457,Checking,0,Inactive
4145,16141,Savings,9140,Active
4146,13140,Checking,12847,Active
4147,16075,Checking,22773,Active
4148,13827,Checking,26428,Active
4149,19017,Checking,1435,Active
4150,10786,Checking,522,Active
4151,3082,Credit Card,1728,Active
4152,10865,Savings,0,Closed
4153,1035,Savings,6663,Active
4154,4067,Savings,38760,Inactive
4155,1917,Savings,0,Active
4156,14188,Savings,0,Active
4157,10600,Savings,0,Active
4158,19614,Savings,14536,Active
4159,5378,Savings,6960,Active
4160,5466,Savings,0,Active
4161,885,Savings,0,Active
4162,7404,Savings,0,Active
4163,5285,Checking,11970,Active
4164,14122,Savings,8572,Inactive
4165,1095,Savings,0,Active
4166,4027,Savings,0,Active
4167,12111,Credit Card,14471,Active
4168,3652,Checking,0,Active
4169,10775,Checking,0,Active
4170,8880,Savings,6373,Inactive
4171,1369,Checking,6084,Active
4172,3842,Checking,11699,Inactive
4173,1465,Checking,13283,Active
4174,16486,Checking,11563,Active
4175,16023,Savings,0,Active
4176,14989,Checking,13018,Closed
4177,18853,Credit Card,9020,Active
4178,14865,Savings,5342,Active
4179,16851,Credit Card,14937,Active
4180,11542,Checking,17509,Active
4181,15008,Credit Card,0,Active
4182,2688,Savings,0,Inactive
4183,2747,Savings,494,Active
4184,17509,Savings,0,Active
4185,8225,Savings,3026,Active
4186,11473,Savings,11172,Closed
4187,10615,Savings,0,Inactive
4188,16743,Checking,0,Active
4189,849,Savings,0,Inactive
4190,7912,Checking,9423,Closed
4191,19932,Savings,12955,Active
4192,18647,Credit Card,0,Active
4193,6035,Savings,0,Active
4194,7810,Checking,3676,Active
4195,12822,Savings,0,Active
4196,12883,Savings,15637,Active
4197,11966,Savings,0,Inactive
4198,9614,Credit Card,13199,Active
4199,18524,Checking,4016,Active
4200,15624,Savings,0,Active
4201,7890,Checking,0,Active
4202,10531,Savings,0,Active
4203,2341,Credit Card,6028,Active
4204,19289,Checking,0,Inactive
4205,5053,Checking,1454,Closed
4206,12399,Savings,18456,Active
4207,5047,Checking,14083,Active
4208,8929,Savings,1158,Active
4209,4236,Checking,3924,Active
4210,2909,Savings,0,Active
4211,17658,Checking,11440,Active
4212,13820,Savings,25728,Inactive
4213,14443,Credit Card,0,Inactive
4214,11067,Credit Card,8552,Active
4215,19920,Savings,0,Active
4216,8439,Checking,13813,Active
4217,19594,Checking,11003,Active
4218,13204,Credit Card,10096,Active
4219,2083,Checking,0,Active
4220,435,Savings,0,Active
4221,2518,Savings,9095,Active
4222,3915,Savings,0,Active
4223,458,Checking,2613,Active
4224,8120,Checking,224,Active
4225,13073,Checking,15347,Inactive
4226,5053,Credit Card,13269,Active
4227,12980,Savings,878,Active
4228,7761,Credit Card,8291,Inactive
4229,8888,Savings,8479,Active
4230,13502,Credit Card,13642,Closed
4231,7397,Savings,0,Inactive
4232,10803,Savings,0,Active
4233,13769,Credit Card,13910,Active
4234,10525,Checking,0,Active
4235,16411,Checking,0,Active
4236,2998,Savings,3084,Active
4237,8885,Savings,0,Active
4238,19420,Checking,9610,Active
4239,9982,Checking,17384,Active
4240,8891,Checking,0,Active
4241,4566,Checking,5719,Active
4242,11021,Checking,3382,Active
4243,15632,Credit Card,0,Active
4244,1836,Credit Card,0,Closed
4245,9148,Credit Card,0,Active
4246,3012,Savings,0,Active
4247,3335,Savings,7097,Active
4248,18695,Checking,0,Active
4249,4042,Credit Card,0,Active
4250,15378,Checking,11767,Active
4251,17091,Savings,24258,Active
4252,4493,Credit Card,1968,Active
4253,19789,Checking,10289,Inactive
4254,19100,Savings,14226,Active
4255,1296,Checking,0,Active
4256,14675,Savings,0,Active
4257,19765,Checking,2409,Active
4258,2729,Savings,9709,Active
4259,7797,Checking,0,Active
4260,5819,Savings,0,Active
4261,475,Savings,19039,Active
4262,8712,Savings,11846,Active
4263,7202,Checking,2155,Active
4264,11771,Checking,0,Active
4265,15808,Savings,0,Active
4266,17584,Savings,0,Active
4267,14022,Savings,21963,Active
4268,16730,Savings,1413,Active
4269,5545,Checking,7328,Active
4270,17652,Credit Card,34281,Active
4271,9472,Savings,23441,Active
4272,12317,Savings,6554,Active
4273,18019,Credit Card,22683,Active
4274,8484,Checking,9675,Active
4275,7195,Checking,24545,Active
4276,14599,Savings,5269,Active
4277,11766,Credit Card,12233,Active
4278,3250,Checking,10817,Active
4279,16538,Credit Card,0,Active
4280,2034,Checking,12561,Active
4281,10863,Credit Card,0,Active
4282,7589,Savings,0,Active
4283,16018,Checking,13131,Active
4284,18035,Savings,8894,Active
4285,1205,Credit Card,5279,Active
4286,982,Credit Card,8166,Active
4287,14352,Savings,4552,Active
4288,9731,Checking,15496,Inactive
4289,12773,Savings,28174,Active
4290,19735,Checking,19191,Active
4291,8099,Savings,1506,Active
4292,3625,Credit Card,10042,Active
4293,13710,Savings,0,Active
4294,9777,Checking,17145,Active
4295,2520,Savings,5134,Active
4296,19250,Credit Card,13017,Inactive
4297,3866,Savings,8346,Active
4298,8394,Checking,0,Active
4299,10540,Checking,4809,Active
4300,9843,Credit Card,7742,Active
4301,6795,Savings,9240,Active
4302,2376,Savings,0,Inactive
4303,15585,Savings,0,Active
4304,12422,Savings,7099,Active
4305,12461,Checking,6135,Active
4306,2940,Credit Card,758,Active
4307,18243,Savings,0,Active
4308,13453,Savings,17395,Active
4309,9306,Checking,0,Active
4310,9329,Savings,0,Active
4311,11100,Checking,0,Inactive
4312,18851,Savings,13075,Active
4313,13204,Credit Card,6519,Active
4314,6660,Checking,20617,Closed
4315,8175,Credit Card,0,Inactive
4316,12204,Checking,0,Active
4317,15211,Checking,0,Active
4318,15099,Savings,13955,Inactive
4319,16381,Credit Card,16038,Closed
4320,14311,Checking,6113,Active
4321,10999,Savings,5642,Active
4322,9911,Credit Card,20979,Closed
4323,12357,Checking,10941,Active
4324,8375,Credit Card,4993,Active
4325,10412,Checking,0,Active
4326,10936,Savings,11667,Active
4327,17759,Checking,0,Inactive
4328,7671,Savings,0,Active
4329,7741,Savings,3117,Active
4330,16505,Savings,20285,Active
4331,3178,Checking,0,Active
4332,11558,Checking,16175,Active
4333,3220,Savings,11598,Active
4334,6417,Checking,0,Active
4335,3309,Savings,7985,Active
4336,2558,Checking,0,Active
4337,15751,Savings,0,Inactive
4338,17821,Checking,16822,Active
4339,12927,Credit Card,3745,Active
4340,11296,Credit Card,3258,Inactive
4341,18664,Checking,4865,Active
4342,3628,Credit Card,17978,Active
4343,1610,Checking,2490,Active
4344,1229,Credit Card,12833,Active
4345,19354,Savings,12909,Closed
4346,440,Checking,0,Active
4347,932,Savings,16130,Active
4348,2188,Savings,17337,Active
4349,5614,Savings,11620,Active
4350,12611,Savings,297,Inactive
4351,11155,Checking,0,Active
4352,12071,Savings,4180,Closed
4353,1144,Savings,0,Active
4354,19583,Savings,9243,Active
4355,3302,Checking,0,Active
4356,10682,Checking,8581,Active
4357,16600,Checking,1002,Active
4358,14939,Credit Card,8978,Active
4359,13163,Checking,229,Active
4360,17546,Savings,4183,Active
4361,10700,Checking,0,Active
4362,18282,Checking,7595,Active
4363,11109,Credit Card,14217,Active
4364,1388,Checking,17075,Active
4365,12658,Savings,1343,Active
4366,7219,Checking,0,Active
4367,18215,Credit Card,0,Active
4368,9025,Savings,11948,Active
4369,4132,Checking,15194,Inactive
4370,11223,Checking,24032,Active
4371,8901,Savings,0,Active
4372,12798,Credit Card,20545,Closed
4373,19664,Credit Card,1878,Closed
4374,14467,Savings,9508,Active
4375,9591,Savings,9242,Active
4376,12049,Credit Card,17606,Active
4377,267,Credit Card,0,Closed
4378,17454,Credit Card,0,Inactive
4379,15331,Credit Card,6146,Active
4380,3647,Savings,0,Active
4381,15644,Savings,5885,Active
4382,10078,Checking,14024,Active
4383,7589,Credit Card,19324,Inactive
4384,1059,Checking,0,Active
4385,8467,Credit Card,0,Active
4386,1851,Savings,9928,Active
4387,14645,Checking,13256,Active
4388,5778,Savings,0,Active
4389,1621,Checking,0,Active
4390,17358,Checking,12858,Active
4391,803,Savings,15551,Inactive
4392,13175,Credit Card,5165,Active
4393,14504,Savings,10644,Inactive
4394,3954,Savings,0,Active
4395,2617,Savings,0,Active
4396,18730,Savings,3088,Active
4397,11369,Checking,0,Active
4398,7459,Savings,0,Closed
4399,6857,Savings,0,Active
4400,4944,Checking,8717,Active
4401,8636,Checking,783,Closed
4402,12952,Checking,13508,Active
4403,14710,Credit Card,1235,Active
4404,12033,Checking,0,Active
4405,17994,Savings,6123,Active
4406,14391,Credit Card,12537,Inactive
4407,15544,Savings,0,Active
4408,6248,Checking,0,Active
4409,4439,Checking,8282,Active
4410,4374,Savings,12593,Active
4411,10603,Savings,0,Closed
4412,16833,Savings,15064,Active
4413,18202,Checking,0,Active
4414,16240,Credit Card,2377,Active
4415,15778,Savings,1157,Active
4416,7808,Checking,1352,Closed
4417,13312,Savings,2385,Inactive
4418,7503,Savings,6888,Active
4419,11786,Checking,1571,Active
4420,13954,Savings,20200,Active
4421,18138,Savings,6070,Active
4422,1862,Credit Card,9726,Active
4423,2182,Savings,25102,Active
4424,12718,Checking,13155,Active
4425,16732,Checking,32817,Active
4426,83,Checking,2573,Active
4427,11429,Savings,13067,Active
4428,16380,Checking,9836,Inactive
4429,18409,Checking,7291,Active
4430,13236,Savings,10134,Active
4431,607,Credit Card,5878,Active
4432,5236,Savings,13312,Active
4433,5042,Checking,0,Active
4434,285,Checking,0,Active
4435,3827,Savings,8651,Active
4436,9271,Savings,14232,Active
4437,17878,Savings,10748,Active
4438,19767,Savings,0,Inactive
4439,4519,Savings,14372,Inactive
4440,5817,Savings,5154,Closed
4441,5139,Credit Card,17114,Active
4442,8838,Savings,0,Active
4443,1571,Checking,16664,Inactive
4444,512,Savings,4419,Active
4445,2815,Checking,26647,Active
4446,6200,Savings,8538,Active
4447,5412,Credit Card,11771,Active
4448,7157,Checking,0,Active
4449,17935,Savings,1897,Active
4450,6949,Checking,3325,Active
4451,7350,Savings,6176,Active
4452,18129,Credit Card,2585,Inactive
4453,19069,Checking,11399,Active
4454,4048,Savings,16101,Active
4455,19123,Savings,10925,Active
4456,2712,Checking,7381,Inactive
4457,6618,Savings,1740,Inactive
4458,4691,Checking,0,Inactive
4459,13379,Checking,12221,Active
4460,2568,Checking,0,Active
4461,558,Checking,0,Active
4462,13800,Credit Card,0,Active
4463,733,Credit Card,7843,Inactive
4464,13395,Savings,15730,Active
4465,8367,Credit Card,0,Active
4466,8340,Credit Card,0,Active
4467,17366,Credit Card,8369,Inactive
4468,9629,Savings,0,Active
4469,8877,Savings,333,Inactive
4470,7179,Savings,0,Inactive
4471,17921,Checking,5664,Active
4472,2770,Savings,9580,Active
4473,13569,Savings,10978,Active
4474,13765,Savings,2856,Active
4475,17463,Savings,19002,Active
4476,6108,Checking,0,Active
4477,16920,Checking,0,Active
4478,6373,Savings,0,Closed
4479,17694,Credit Card,31099,Active
4480,9383,Savings,0,Active
4481,40,Credit Card,17158,Active
4482,10480,Savings,2427,Active
4483,4181,Credit Card,12857,Inactive
4484,14615,Credit Card,0,Active
